learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,size of class 0,size of class 1,vote for class 0,vote for class 1,training queue size,recall0 Validation,recall1 Validation,time stamp,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1087.0,1087.0,84.73981306437189,69.15526700544105,67.34486341525485,63.749971748288125,569.0,518.0,88.96300657866882,74.59328755289806,11.036993421331195,25.40671244710188,1179.0,0.0,20.0,0.5888823692171149,0.41111763078288505,1.0,0.0,178.0,0.0,0.0,1.346143498E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1088.0,1088.0,84.89241765429448,69.53450734415732,68.03578431431816,64.59940963290963,569.0,519.0,88.96300657866882,74.84874136417297,11.036993421331195,25.151258635826963,1180.0,0.0,20.0,0.5888823692171149,0.41111763078288505,0.0,1.0,179.0,0.0,0.0,1.346147982E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1089.0,1089.0,84.04347849458924,67.85741566847385,65.89860171141403,63.105731954553455,569.0,520.0,88.96300657866882,74.09620981311753,11.036993421331195,25.903790186882414,1181.0,0.0,20.0,0.5888823692171149,0.41111763078288505,1.0,0.0,179.0,0.0,0.0,1.346198569E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1090.0,1090.0,83.2030290246512,66.20676462407495,63.739831405450275,61.66549040116189,569.0,521.0,88.96300657866882,73.35128448636648,11.036993421331195,26.64871551363347,1182.0,0.0,20.0,0.5888823692171149,0.41111763078288505,1.0,0.0,180.0,0.0,0.0,1.346203346E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1091.0,1091.0,83.37100164000445,66.61013481702092,63.739831405450275,62.52930994354215,569.0,522.0,88.96300657866882,73.61918268817375,11.036993421331195,26.380817311826192,1182.0,0.0,20.0,0.5888823692171149,0.41111763078288505,0.0,1.0,180.0,0.0,0.0,1.346228406E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1092.0,1092.0,83.53729447138173,67.00009632876007,63.739831405450275,63.36321249775998,569.0,523.0,88.96300657866882,73.88437368094642,11.036993421331195,26.115626319053526,1182.0,0.0,20.0,0.5888823692171149,0.41111763078288505,0.0,1.0,180.0,0.0,0.0,1.34626301E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1093.0,1093.0,83.70192431777352,67.3772880793869,63.739831405450275,64.16868581001701,569.0,524.0,88.96300657866882,74.14688510288677,11.036993421331195,25.853114897113173,1182.0,0.0,20.0,0.5888823692171149,0.41111763078288505,0.0,1.0,180.0,0.0,0.0,1.346264202E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1094.0,1094.0,83.86490781015745,67.65920755460358,64.53680425493188,64.16868581001704,570.0,524.0,89.07373653239426,74.14688510288677,10.926263467605773,25.853114897113173,1183.0,0.0,20.0,0.5888823692171149,0.41111763078288505,1.0,0.0,181.0,0.0,0.0,1.346266568E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1095.0,1095.0,84.02626141317896,67.9335487114755,64.53680425493187,64.16868581001702,571.0,524.0,89.18335199905883,74.14688510288677,10.816648000941207,25.853114897113173,1184.0,0.0,20.0,0.5888823692171149,0.41111763078288505,1.0,0.0,182.0,0.0,0.0,1.346272641E9,1681.35,82.23411700748056,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1096.0,1096.0,83.18598497626499,66.2142626682179,62.294248144279486,61.90285130465869,572.0,524.0,88.28866745262243,74.14688510288677,11.711332547377594,25.853114897113173,1185.0,0.0,20.0,0.5870636100696943,0.4129363899303056,0.0,1.0,182.0,0.0,0.0,1.346303535E9,1683.6499999999999,82.49929824262942,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1097.0,1097.0,83.35412786483987,66.49677768314226,62.294248144279486,61.90285130465869,573.0,524.0,88.40615141194425,74.14688510288677,11.593848588055772,25.853114897113173,1186.0,0.0,20.0,0.5870636100696943,0.4129363899303056,1.0,0.0,183.0,0.0,0.0,1.346307651E9,1683.6499999999999,82.49929824262942,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1098.0,1098.0,83.5205892700352,66.7718515468242,62.29424814427951,61.90285130465871,574.0,524.0,88.52245313295148,74.14688510288677,11.477546867048533,25.853114897113173,1188.0,0.0,20.0,0.5870636100696943,0.4129363899303056,1.0,0.0,184.0,0.0,0.0,1.346327388E9,1683.6499999999999,82.49929824262942,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1099.0,1099.0,82.6853700458248,65.12872335184709,60.88702652100532,60.49028693656303,574.0,525.0,88.52245313295148,73.40160738932904,11.477546867048533,26.59839261067089,1188.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,183.0,0.0,0.0,1.346338206E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1100.0,1100.0,82.85851908148021,65.54741012847825,60.887026521005296,61.380450076664374,574.0,526.0,88.52245313295148,73.66894391942864,11.477546867048533,26.331056080571297,1188.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,183.0,0.0,0.0,1.346368721E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1101.0,1101.0,83.02993657232956,65.9521225160883,60.887026521005296,62.239789901199046,574.0,527.0,88.52245313295148,73.93358003190377,11.477546867048533,26.06641996809615,1188.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,183.0,0.0,0.0,1.346386361E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1102.0,1102.0,83.19963983490446,66.2390178479735,61.77691323699278,62.239789901199046,575.0,527.0,88.63758458595031,73.93358003190377,11.362415414049718,26.06641996809615,1189.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,184.0,0.0,0.0,1.346390713E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1103.0,1103.0,83.36764601254968,66.63437137882204,62.63560375011289,63.07803712313754,575.0,528.0,88.63758458595031,74.1955432733166,11.362415414049718,25.804456726683327,1189.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,184.0,0.0,0.0,1.346412552E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1104.0,1104.0,83.5339720771554,67.01675474693485,62.63560375011288,63.887797465550065,575.0,529.0,88.63758458595031,74.45486090384922,11.362415414049718,25.5451390961507,1191.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,185.0,0.0,0.0,1.346423454E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1105.0,1105.0,83.69863483087214,67.38677752366804,62.635603750112864,64.67045993940518,575.0,530.0,88.63758458595031,74.71155990038838,11.362415414049718,25.28844009961156,1191.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,185.0,0.0,0.0,1.346437393E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1106.0,1106.0,82.86163603024949,65.75113363200316,60.320314129876394,62.481260444705164,575.0,531.0,88.63758458595031,73.96083210940077,11.362415414049718,26.039167890599163,1192.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,186.0,0.0,0.0,1.346442507E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1107.0,1107.0,82.03300746543776,64.14181366420102,57.98163774579914,60.26994782379605,575.0,532.0,88.63758458595031,73.21768382299315,11.362415414049718,26.78231617700677,1193.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,187.0,0.0,0.0,1.346452489E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1108.0,1108.0,82.21268001063885,64.53312628159506,57.981637745799134,60.269947823796045,575.0,533.0,88.63758458595031,73.48677597932031,11.362415414049718,26.51322402067961,1194.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,188.0,0.0,0.0,1.346478839E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1109.0,1109.0,82.39055577825206,64.91220264457915,57.981637745799134,60.26994782379605,575.0,534.0,88.63758458595031,73.75315184264142,11.362415414049718,26.246848157358503,1195.0,0.0,20.0,0.5852810442293074,0.4147189557706925,0.0,1.0,188.0,0.0,0.0,1.346484434E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1110.0,1110.0,82.56665273709079,65.23448248261701,58.970555521190036,61.15522082164036,576.0,534.0,88.75155761857958,73.75315184264142,11.248442381420439,26.246848157358503,1197.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,189.0,0.0,0.0,1.346508507E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1111.0,1111.0,82.74098867625966,65.54776024007468,58.970555521190036,62.01026615047333,577.0,534.0,88.86438395709723,73.75315184264142,11.135616042902793,26.246848157358503,1198.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,190.0,0.0,0.0,1.34650916E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1112.0,1112.0,82.91358120695202,65.85239272409791,58.970555521190036,62.83656497757376,578.0,534.0,88.97607520765237,73.75315184264142,11.023924792347653,26.246848157358503,1199.0,0.0,20.0,0.5852810442293074,0.4147189557706925,1.0,0.0,191.0,0.0,0.0,1.346521806E9,1686.6,82.63706317704131,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1113.0,1113.0,83.08444776422942,66.23117762858396,59.94218948293755,62.83656497757376,578.0,535.0,88.97607520765237,74.0168390843127,11.023924792347653,25.983160915687225,1202.0,0.0,20.0,0.5818216258153062,0.4181783741846937,0.0,1.0,190.0,0.0,0.0,1.346598932E9,1691.65,83.8728831405943,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1114.0,1114.0,83.2536056087834,66.53056136295358,60.87801048442635,63.64339821296501,579.0,535.0,89.08664285754364,74.0168390843127,10.913357142456377,25.983160915687225,1203.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,189.0,0.0,0.0,1.346665992E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1115.0,1115.0,83.4210718286795,66.82176755534037,60.87801048442635,63.643398212964996,580.0,535.0,89.19609827646379,74.0168390843127,10.803901723536228,25.983160915687225,1204.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,190.0,0.0,0.0,1.346670445E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1116.0,1116.0,83.58686334108397,67.10511262321057,60.87801048442636,63.64339821296502,581.0,535.0,89.30445271773063,74.0168390843127,10.695547282269398,25.983160915687225,1205.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,191.0,0.0,0.0,1.346676098E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1117.0,1117.0,83.75099689397305,67.38089690141396,60.87801048442638,63.64339821296504,582.0,535.0,89.41171731950458,74.0168390843127,10.588282680495437,25.983160915687225,1206.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,192.0,0.0,0.0,1.346676103E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1118.0,1118.0,82.9134758806042,65.66189376035292,58.44600359425297,61.383300831819284,583.0,535.0,88.51504183289826,74.0168390843127,11.484958167101762,25.983160915687225,1207.0,0.0,20.0,0.5784985222898961,0.4215014777101038,0.0,1.0,193.0,0.0,0.0,1.346676209E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1119.0,1119.0,83.08434335250318,65.94583241296532,58.44600359425296,61.38330083181928,584.0,535.0,88.63021673511878,74.0168390843127,11.369783264881246,25.983160915687225,1209.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,194.0,0.0,0.0,1.346702352E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1120.0,1120.0,83.25350210529159,66.35221467059351,59.45215240292341,62.25372484593726,584.0,536.0,88.63021673511878,74.2778650887535,11.369783264881246,25.722134911246414,1209.0,0.0,20.0,0.5784985222898961,0.4215014777101038,0.0,1.0,194.0,0.0,0.0,1.34670704E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1121.0,1121.0,82.4209564315015,64.72295161515297,57.00639022393502,60.86789845309827,584.0,537.0,88.63021673511878,73.5317063285889,11.369783264881246,26.46829367141102,1210.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,195.0,0.0,0.0,1.346709648E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1122.0,1122.0,82.59674909402683,65.01561714981825,58.0429258314349,60.86789845309829,585.0,537.0,88.74423339628427,73.5317063285889,11.255766603715756,26.46829367141102,1211.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,196.0,0.0,0.0,1.346717247E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1123.0,1123.0,82.77078378561222,65.30061149708321,58.042925831434864,60.86789845309825,586.0,537.0,88.85710352853742,73.5317063285889,11.142896471462599,26.46829367141102,1212.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,197.0,0.0,0.0,1.346736841E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1124.0,1124.0,82.94307808684897,65.71935278830776,59.05023172457027,61.745545539660505,586.0,538.0,88.85710352853742,73.79758163987213,11.142896471462599,26.202418360127783,1213.0,0.0,20.0,0.5784985222898961,0.4215014777101038,0.0,1.0,197.0,0.0,0.0,1.346756666E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1125.0,1125.0,82.1136371111641,64.10230842419874,56.6251801205214,60.37772754663987,586.0,539.0,88.85710352853742,73.05631469738722,11.142896471462599,26.943685302612707,1213.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,197.0,0.0,0.0,1.346757198E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1126.0,1126.0,82.29250291654127,64.52439865472161,56.6251801205214,61.24492123745,586.0,540.0,88.85710352853742,73.32694107990822,11.142896471462599,26.673058920091712,1214.0,0.0,20.0,0.5784985222898961,0.4215014777101038,0.0,1.0,197.0,0.0,0.0,1.346776234E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1127.0,1127.0,82.46958002055203,64.82089294061925,57.67248556661949,61.24492123745002,587.0,540.0,88.9688387243017,73.32694107990822,11.031161275698304,26.673058920091712,1215.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,198.0,0.0,0.0,1.346779429E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1128.0,1128.0,82.64488631107196,65.10958035082899,57.6724855666195,61.244921237450036,588.0,540.0,89.07945045753077,73.32694107990822,10.920549542469239,26.673058920091712,1216.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,199.0,0.0,0.0,1.34678116E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1129.0,1129.0,82.81843949708076,65.39075120239973,57.67248556661949,61.244921237450036,589.0,540.0,89.18895008494421,73.32694107990822,10.8110499150558,26.673058920091712,1217.0,0.0,20.0,0.5784985222898961,0.4215014777101038,1.0,0.0,200.0,0.0,0.0,1.346781313E9,1696.35,83.51947456479205,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1130.0,1130.0,82.99025711045151,65.66468162874958,57.67248556661947,61.24492123745,590.0,540.0,89.29734884725003,73.32694107990822,10.702651152749974,26.673058920091712,1218.0,0.0,20.0,0.5722399861554633,0.42776001384453655,1.0,0.0,197.0,0.0,0.0,1.346793546E9,1706.1499999999999,83.97385244668035,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1131.0,1131.0,83.16035650772213,66.0897732245208,58.71033944298585,62.116782955140735,590.0,541.0,89.29734884725003,73.59483742350945,10.702651152749974,26.405162576490504,1218.0,0.0,20.0,0.5707524104309696,0.4292475895690303,0.0,1.0,196.0,0.0,0.0,1.3468026E9,1708.95,84.04414566793236,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1132.0,1132.0,83.3287548718489,66.35949369857572,59.70825619794886,62.11678295514075,591.0,541.0,89.40465787035387,73.59483742350945,10.595342129646127,26.405162576490504,1219.0,0.0,20.0,0.5707524104309696,0.4292475895690303,1.0,0.0,197.0,0.0,0.0,1.346804844E9,1708.95,84.04414566793236,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1133.0,1133.0,82.49545787218408,64.73340096801793,58.2853469777613,60.722979086056384,591.0,542.0,89.40465787035387,72.8557048678578,10.595342129646127,27.144295132142148,1220.0,0.0,20.0,0.5692944374633933,0.4307055625366066,1.0,0.0,197.0,0.0,0.0,1.346819247E9,1710.85,84.45632630319399,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1134.0,1134.0,82.67050525893171,65.16621301974584,58.2853469777613,61.59346675458769,591.0,543.0,89.40465787035387,73.12831045962331,10.595342129646127,26.87168954037662,1220.0,0.0,20.0,0.5692944374633933,0.4307055625366066,0.0,1.0,197.0,0.0,0.0,1.346820741E9,1710.85,84.45632630319399,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1135.0,1135.0,82.84380213269858,65.58435785698667,58.28534697776126,62.43443351601383,591.0,544.0,89.40465787035387,73.39816676082341,10.595342129646127,26.601833239176514,1222.0,0.0,20.0,0.5692944374633933,0.4307055625366066,0.0,1.0,198.0,0.0,0.0,1.34683318E9,1710.85,84.45632630319399,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1136.0,1136.0,82.01535499449946,63.980150743902676,55.82929687470579,61.083413365701524,591.0,545.0,89.40465787035387,72.66110413758348,10.595342129646127,27.338895862416457,1222.0,0.0,20.0,0.5678654781578717,0.4321345218421281,1.0,0.0,197.0,0.0,0.0,1.346876967E9,1713.2499999999995,84.900483539631,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1137.0,1137.0,82.19520340395336,64.27402110174401,56.89858214505404,61.083413365701524,592.0,545.0,89.51088816655509,72.66110413758348,10.48911183344491,27.338895862416457,1223.0,0.0,20.0,0.5678654781578717,0.4321345218421281,1.0,0.0,198.0,0.0,0.0,1.346885137E9,1713.2499999999995,84.900483539631,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1138.0,1138.0,82.37325329032025,64.5602671042387,56.89858214505401,61.08341336570151,593.0,545.0,89.61605063572993,72.66110413758348,10.383949364270062,27.338895862416457,1226.0,0.0,20.0,0.5678654781578717,0.4321345218421281,1.0,0.0,199.0,0.0,0.0,1.346895698E9,1713.2499999999995,84.900483539631,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1139.0,1139.0,81.54951196157337,62.970810443945545,55.52708854523617,59.75088516007057,593.0,546.0,89.61605063572993,71.93147370636737,10.383949364270062,28.068526293632566,1226.0,0.0,20.0,0.5678654781578717,0.4321345218421281,1.0,0.0,199.0,0.0,0.0,1.346905924E9,1713.2499999999995,84.900483539631,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
1140.0,1140.0,81.73401879240525,63.41775816204643,55.52708854523616,60.61866264642101,593.0,547.0,89.61605063572993,72.21331362886359,10.383949364270062,27.786686371136366,1226.0,0.0,20.0,0.5678654781578717,0.4321345218421281,0.0,1.0,199.0,0.0,0.0,1.346910202E9,1713.2499999999995,84.900483539631,0.0,0.0,1.1000000000000003,0.44721359549995787,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997894,0.0,0.0,0.0,0.0,1.0,0.0
